ID,e,LATITUDE,LONGITUDE,z,o,w,q,c,f
368027,35906,33.9271493,-86.0951134,ZIP,,,,648,0.050538138
368028,35907,33.8908407,-86.0180201,ZIP,,,,518,0.040399314
368031,35904,34.0705602,-85.9900976,ZIP,,,,920,0.071751677
368032,35980,34.1720883,-86.3896062,ZIP,,,,388,0.03026049
368033,35016,34.3238703,-86.5020059,ZIP,,,,1190,0.092809234
368035,35950,34.24975,-86.2610965,ZIP,,,,1401,0.109265325
368036,35760,34.5439064,-86.3838558,ZIP,,,,317,0.024723132
368037,35976,34.3457669,-86.3300247,ZIP,,,,1029,0.080252691
368038,35747,34.494944,-86.298989,ZIP,,,,442,0.034472001
368039,35957,34.1961587,-86.1968976,ZIP,,,,1196,0.09327718
368041,35956,34.1461462,-86.146749,ZIP,,,,665,0.051863984
368042,35951,34.3390978,-86.1622969,ZIP,,,,1002,0.078146935
368043,35954,34.0897544,-86.0574493,ZIP,,,,879,0.068554048
368044,35962,34.303881,-86.0364407,ZIP,,,,649,0.050616129
368045,35755,34.4887684,-86.1501014,ZIP,,,,37,0.002885665
368046,35975,34.4364634,-86.0603678,ZIP,,,,87,0.006785213
368047,35974,34.362751,-86.0102914,ZIP,,,,126,0.00982686
368048,35769,34.5979838,-86.1048086,ZIP,,,,625,0.048744346
368049,35771,34.538598,-86.0054232,ZIP,,,,255,0.019887693
368050,35601,34.608016,-87.0110523,ZIP,,,,2255,0.175869599
368051,35671,34.6835442,-86.9351073,ZIP,,,,141,0.010996724
368054,35614,34.8537218,-86.9901123,ZIP,,,,486,0.037903603
368055,35756,34.6436997,-86.8181506,ZIP,,,,596,0.046482608
368056,35613,34.8201598,-86.8824122,ZIP,,,,1195,0.093199189
368057,35620,34.930812,-87.0201845,ZIP,,,,716,0.055841522
368058,38477,35.064974,-86.9930868,ZIP,,,,180,0.014038372
368059,35739,34.9685856,-86.7910363,ZIP,,,,334,0.026048978
368060,38455,35.0435428,-86.8857073,ZIP,,,,10,0.00077991
368061,38449,35.0404391,-86.8181717,ZIP,,,,165,0.012868507
368062,38453,35.12136,-86.8121082,ZIP,,,,19,0.001481828
368063,35824,34.6449144,-86.752068,ZIP,,,,267,0.020823584
368066,35758,34.711417,-86.7465099,ZIP,,,,3342,0.260645765
368067,35808,34.6330274,-86.6590573,ZIP,,,,333,0.025970987
368068,35757,34.7842177,-86.7453086,ZIP,,,,916,0.071439713
368069,35749,34.8222355,-86.7578197,ZIP,,,,1577,0.122991733
368071,35806,34.7607736,-86.6857619,ZIP,,,,1310,0.102168148
368072,35896,34.7546725,-86.6546409,ZIP,,,,321,0.025035096
368074,35805,34.7093683,-86.6202897,ZIP,,,,1345,0.104897832
368076,35802,34.6682121,-86.5588818,ZIP,,,,1277,0.099594447
368078,35801,34.7252687,-86.5608661,ZIP,,,,1067,0.083216347
368079,35816,34.7399544,-86.630751,ZIP,,,,1292,0.100764311
368082,35810,34.8031934,-86.6014449,ZIP,,,,3198,0.249415068
368084,35811,34.7953545,-86.5099475,ZIP,,,,1806,0.140851661
368085,35773,34.891069,-86.7079406,ZIP,,,,980,0.076431134
368086,38488,35.0429167,-86.6634949,ZIP,,,,201,0.015676182
368088,35750,34.9561788,-86.5894819,ZIP,,,,973,0.075885197
368089,35759,34.8682621,-86.5458308,ZIP,,,,438,0.034160037
368090,38478,35.2328814,-87.0058716,ZIP,,,,1264,0.098580565
368091,38459,35.194281,-86.8054502,ZIP,,,,16,0.001247855
368092,37047,35.3172993,-86.8357865,ZIP,,,,183,0.014272344
368093,38451,35.4605341,-86.9922392,ZIP,,,,351,0.027374825
368094,38401,35.6291642,-87.0215261,ZIP,,,,3531,0.275386055
368096,37144,35.3052236,-86.6603574,ZIP,,,,214,0.016690064
368097,37334,35.1664524,-86.5808947,ZIP,,,,1342,0.104663859
368100,37019,35.3922807,-86.7098249,ZIP,,,,37,0.002885665
368101,37091,35.4892393,-86.7674719,ZIP,,,,1393,0.108641398
368102,37180,35.6064684,-86.586661,ZIP,,,,218,0.017002028
368103,35763,34.6220466,-86.4617881,ZIP,,,,970,0.075651224
368104,35741,34.7180155,-86.4790039,ZIP,,,,189,0.01474029
368105,35748,34.7210791,-86.3893557,ZIP,,,,429,0.033458119
368107,35764,34.7263015,-86.3101552,ZIP,,,,41,0.003197629
368108,35751,34.8111574,-86.2764602,ZIP,,,,15,0.001169864
368109,35761,34.9162058,-86.4092145,ZIP,,,,824,0.064264545
368110,37335,35.0688983,-86.4039919,ZIP,,,,180,0.014038372
368111,35766,34.8674854,-86.2998839,ZIP,,,,11,0.0008579
368112,37328,35.0369421,-86.3573743,ZIP,,,,80,0.006239276
368113,35776,34.6594036,-86.2394139,ZIP,,,,222,0.017313992
368114,35774,34.7652459,-86.2265253,ZIP,,,,39,0.003041647
368116,35768,34.7688907,-86.1041934,ZIP,,,,720,0.056153486
368117,35746,34.828619,-86.0059568,ZIP,,,,65,0.005069412
368118,35745,34.9434157,-86.1801785,ZIP,,,,16,0.001247855
368119,37345,35.0168069,-86.2030198,ZIP,,,,151,0.011776634
368120,37306,35.0967669,-86.1918213,ZIP,,,,188,0.014662299
368121,37348,35.1316145,-86.434051,ZIP,,,,81,0.006317267
368122,37359,35.2042001,-86.4128769,ZIP,,,,47,0.003665575
368123,37352,35.2775203,-86.3530268,ZIP,,,,207,0.016144127
368124,37160,35.4557609,-86.4845629,ZIP,,,,2190,0.170800187
368126,37020,35.6343886,-86.4070932,ZIP,,,,434,0.033848074
368127,37360,35.4375961,-86.2543385,ZIP,,,,122,0.009514896
368128,37183,35.4944823,-86.3031807,ZIP,,,,233,0.018171892
368129,37398,35.1812088,-86.138387,ZIP,,,,827,0.064498518
368130,37388,35.3436716,-86.2212953,ZIP,,,,1681,0.131102792
368132,37330,35.2795425,-86.1305778,ZIP,,,,423,0.032990173
368134,37318,35.1779164,-85.9927798,ZIP,,,,136,0.01060677
368135,37324,35.2397544,-85.9871648,ZIP,,,,340,0.026516924
368136,37018,35.6306785,-86.2112582,ZIP,,,,148,0.011542661
368138,37355,35.4997867,-86.0838331,ZIP,,,,1698,0.132428638
368139,38380,35.7800869,-88.0389919,ZIP,,,,18,0.001403837
368140,37097,35.7799433,-87.8234175,ZIP,,,,157,0.01224458
368141,38333,36.1281332,-87.9544536,ZIP,,,,21,0.00163781
368142,37134,35.9923566,-87.9480305,ZIP,,,,236,0.018405865
368143,37185,36.0642549,-87.8576879,ZIP,,,,621,0.048432382
368144,37078,35.9107979,-87.7468854,ZIP,,,,32,0.00249571
368145,37033,35.7447303,-87.558144,ZIP,,,,516,0.040243332
368146,37140,35.8591694,-87.6525323,ZIP,,,,18,0.001403837
368148,37101,36.0602162,-87.6290736,ZIP,,,,450,0.035095929
368149,38221,36.244754,-88.0350096,ZIP,,,,187,0.014584308
368150,37175,36.3242598,-87.8928509,ZIP,,,,46,0.003587584
368151,37058,36.4443434,-87.8766571,ZIP,,,,434,0.033848074
368153,37028,36.6275418,-87.862973,ZIP,,,,54,0.004211511
368154,37178,36.323887,-87.7904754,ZIP,,,,147,0.01146467
368156,37061,36.2877081,-87.6350769,ZIP,,,,360,0.028076743
368157,37050,36.3742529,-87.6308239,ZIP,,,,116,0.009046951
368158,37023,36.5924562,-87.7827445,ZIP,,,,169,0.013180471
368159,37079,36.4647693,-87.6480931,ZIP,,,,217,0.016924037
368160,42254,36.6610184,-87.6545109,ZIP,,,,17,0.001325846
368161,37137,35.8841678,-87.5053546,ZIP,,,,210,0.0163781
368162,38454,35.7281708,-87.3453158,ZIP,,,,66,0.005147403
368163,37098,35.872364,-87.3193614,ZIP,,,,413,0.032210264
368164,37055,36.0771588,-87.442911,ZIP,,,,1820,0.141943535
368165,37025,35.9487328,-87.3077544,ZIP,,,,461,0.035953829
368167,38487,35.7184064,-87.2334657,ZIP,,,,86,0.006707222
368168,38476,35.8411868,-87.2137616,ZIP,,,,71,0.005537358
368169,38482,35.768825,-87.1498959,ZIP,,,,107,0.008345032
368170,37029,36.0427048,-87.2635454,ZIP,,,,358,0.027920761
368171,37187,36.144149,-87.1978909,ZIP,,,,470,0.036655748
368173,37062,35.9908756,-87.1359318,ZIP,,,,747,0.058259242
368174,37082,36.0948723,-87.1152657,ZIP,,,,445,0.034705974
368175,37181,36.244581,-87.469082,ZIP,,,,122,0.009514896
368176,37142,36.4109657,-87.5096656,ZIP,,,,162,0.012634534
368177,37051,36.3042936,-87.410244,ZIP,,,,256,0.019965684
368178,37052,36.3788175,-87.401828,ZIP,,,,199,0.0155202
368179,37171,36.3613963,-87.2955716,ZIP,,,,57,0.004445484
368180,37191,36.5000778,-87.5292435,ZIP,,,,310,0.024177195
368181,42223,36.6282644,-87.462873,ZIP,,,,1478,0.115270629
368182,42262,36.6799193,-87.4494168,ZIP,,,,471,0.036733739
368183,37042,36.5687512,-87.4163225,ZIP,,,,4766,0.371704882
368186,37040,36.5226327,-87.3349322,ZIP,,,,3588,0.27983154
368188,37036,36.2349822,-87.2612634,ZIP,,,,423,0.032990173
368189,37015,36.2793781,-87.0755837,ZIP,,,,1187,0.092575261
368191,37035,36.3811081,-87.1339833,ZIP,,,,305,0.023787241
368192,37146,36.4020668,-87.0320163,ZIP,,,,530,0.041335205
368193,37043,36.4897614,-87.2372348,ZIP,,,,2673,0.208469818
368197,37010,36.5718612,-87.1084987,ZIP,,,,342,0.026672906
368198,42204,36.6847538,-87.0761673,ZIP,,,,51,0.003977539
368199,42211,36.8177481,-87.8336986,ZIP,,,,847,0.066058337
368200,42038,37.0474135,-88.0276468,ZIP,,,,234,0.018249883
368201,42411,37.1982925,-88.0108129,ZIP,,,,100,0.007799095
368203,42445,37.1333391,-87.8517396,ZIP,,,,739,0.057635314
368204,42236,36.7120795,-87.6135261,ZIP,,,,66,0.005147403
368206,42232,36.8647671,-87.6433591,ZIP,,,,47,0.003665575
368207,42408,37.1795371,-87.6926989,ZIP,,,,438,0.034160037
368208,42215,36.996009,-87.6673946,ZIP,,,,99,0.007721104
368210,42453,37.157856,-87.5907124,ZIP,,,,34,0.002651692
368211,42463,37.4726196,-87.8694519,ZIP,,,,15,0.001169864
368212,42404,37.4743417,-87.8382593,ZIP,,,,165,0.012868507
368213,42459,37.5668063,-88.0190479,ZIP,,,,289,0.022539385
368214,42437,37.6666566,-87.9380705,ZIP,,,,973,0.075885197
368215,42450,37.3958701,-87.7634021,ZIP,,,,256,0.019965684
368216,42441,37.3626476,-87.6685288,ZIP,,,,98,0.007643113
368217,42436,37.3739497,-87.575537,ZIP,,,,75,0.005849321
368218,42409,37.5386369,-87.6929336,ZIP,,,,153,0.011932616
368219,42462,37.7439816,-87.8017184,ZIP,,,,97,0.007565122
368223,42240,36.8801818,-87.4631417,ZIP,,,,2827,0.220480424
368224,42266,36.7443411,-87.357244,ZIP,,,,186,0.014506317
368225,42217,37.0406671,-87.4584634,ZIP,,,,266,0.020745594
368226,42442,37.1671029,-87.4883932,ZIP,,,,233,0.018171892
368227,42464,37.1812528,-87.3561589,ZIP,,,,124,0.009670878
368228,42286,36.729148,-87.2899002,ZIP,,,,68,0.005303385
368229,42234,36.7215737,-87.1785818,ZIP,,,,193,0.015052254
368230,42220,36.8932345,-87.1786359,ZIP,,,,415,0.032366246
368231,42280,36.9569809,-87.0991637,ZIP,,,,38,0.002963656
368232,42345,37.135863,-87.1837165,ZIP,,,,816,0.063640618
368234,42321,37.165489,-87.0550612,ZIP,,,,24,0.001871783
368235,42323,37.1733792,-87.0354429,ZIP,,,,41,0.003197629
368236,42410,37.2785392,-87.5117711,ZIP,,,,110,0.008579005
368239,42440,37.2407268,-87.4646023,ZIP,,,,55,0.004289502
368240,42431,37.3344734,-87.4813868,ZIP,,,,1614,0.125877398
368241,42413,37.4486563,-87.4670006,ZIP,,,,189,0.01474029
368242,42344,37.2708635,-87.3171481,ZIP,,,,63,0.00491343
368243,42456,37.5077055,-87.4960966,ZIP,,,,139,0.010840742
368244,42455,37.5933753,-87.542551,ZIP,,,,220,0.01715801
368245,42452,37.6865115,-87.5316717,ZIP,,,,136,0.01060677
368246,42327,37.5805301,-87.2973114,ZIP,,,,259,0.020199657
368247,42325,37.3278913,-87.274016,ZIP,,,,123,0.009592887
368248,42372,37.4061813,-87.2695527,ZIP,,,,130,0.010138824
368249,42350,37.4550117,-87.1869129,ZIP,,,,94,0.00733115
368250,42367,37.2394206,-87.1599049,ZIP,,,,40,0.003119638
368251,42374,37.3258135,-87.1543907,ZIP,,,,16,0.001247855
368253,42330,37.3219966,-87.115992,ZIP,,,,551,0.042973015
368254,42332,37.2504292,-87.0886648,ZIP,,,,24,0.001871783
368255,42328,37.4308487,-87.0451993,ZIP,,,,101,0.007877086
368256,42371,37.5100213,-87.2896467,ZIP,,,,30,0.002339729
368258,42301,37.7357781,-87.2493967,ZIP,,,,2779,0.216736859
368259,42352,37.5148105,-87.0858998,ZIP,,,,140,0.010918733
368260,42376,37.6174825,-87.0864368,ZIP,,,,403,0.031430354
368262,37179,35.811405,-86.9244825,ZIP,,,,895,0.069801903
368263,37064,35.8848616,-86.9541381,ZIP,,,,3084,0.240524099
368264,37174,35.7198376,-86.898124,ZIP,,,,1460,0.113866791
368265,37067,35.9122897,-86.780262,ZIP,,,,1317,0.102714085
368266,37069,35.9874929,-86.9035982,ZIP,,,,1677,0.130790828
368267,37221,36.0512939,-86.9687981,ZIP,,,,1629,0.127047263
368268,37143,36.1277321,-87.0312426,ZIP,,,,237,0.018483856
368274,37027,35.9992882,-86.7850625,ZIP,,,,3732,0.291062237
368275,37205,36.1131945,-86.8704424,ZIP,,,,1110,0.086569958
368276,37218,36.1640953,-86.8894156,ZIP,,,,1053,0.082124474
368278,37215,36.0818676,-86.8346913,ZIP,,,,1010,0.078770863
368279,37220,36.068447,-86.7931275,ZIP,,,,280,0.021837467
368281,37204,36.106735,-86.7742827,ZIP,,,,951,0.074169396
368282,37240,36.1448926,-86.8054714,ZIP,,,,219,0.017080019
368284,37212,36.1338774,-86.8012537,ZIP,,,,3625,0.282717205
368288,37203,36.1496143,-86.7906184,ZIP,,,,477,0.037201685
368290,37219,36.1668113,-86.7831768,ZIP,,,,22,0.001715801
368291,37201,36.1660007,-86.7773053,ZIP,,,,131,0.010216815
368292,37034,35.6519355,-86.6901083,ZIP,,,,466,0.036343784
368293,37046,35.7818812,-86.7007115,ZIP,,,,245,0.019107783
368295,37060,35.7454656,-86.6377536,ZIP,,,,153,0.011932616
368296,37153,35.7638079,-86.554127,ZIP,,,,451,0.03517392
368297,37014,35.875229,-86.6329543,ZIP,,,,114,0.008890969
368298,37135,35.915276,-86.67641,ZIP,,,,649,0.050616129
368299,37211,36.0672338,-86.7237106,ZIP,,,,4078,0.318047107
368300,37213,36.1661558,-86.7675416,ZIP,,,,25,0.001949774
368301,37210,36.1492631,-86.7329685,ZIP,,,,1142,0.089065668
368303,37217,36.1086665,-86.6567223,ZIP,,,,1612,0.125721416
368304,37214,36.1621888,-86.6708666,ZIP,,,,1280,0.09982842
368307,37167,35.9595405,-86.53159,ZIP,,,,3421,0.26680705
368308,37086,36.0222366,-86.5593844,ZIP,,,,2427,0.189284043
368309,37013,36.0522313,-86.6325149,ZIP,,,,4664,0.363749805
368310,37076,36.145195,-86.576632,ZIP,,,,1868,0.1456871
368311,37209,36.1853999,-86.9485703,ZIP,,,,2875,0.22422399
368312,37080,36.3327613,-86.9168857,ZIP,,,,431,0.033614101
368313,37208,36.1777136,-86.8080235,ZIP,,,,1147,0.089455623
368314,37228,36.1969306,-86.8033722,ZIP,,,,66,0.005147403
368316,37207,36.2337742,-86.775969,ZIP,,,,2687,0.209561691
368317,37189,36.2988798,-86.8348029,ZIP,,,,188,0.014662299
368318,37073,36.432426,-86.8166301,ZIP,,,,870,0.067852129
368319,37032,36.5242145,-87.0171543,ZIP,,,,313,0.024411168
368321,37172,36.5324117,-86.862187,ZIP,,,,1736,0.135392294
368322,42202,36.6828895,-86.8444227,ZIP,,,,164,0.012790516
368323,37206,36.1793189,-86.7310828,ZIP,,,,1766,0.137732023
368324,37216,36.2165798,-86.7268537,ZIP,,,,946,0.073779442
368326,37115,36.2538466,-86.6955302,ZIP,,,,2202,0.171736079
368327,37072,36.35214,-86.7466508,ZIP,,,,1835,0.143113399
368328,37138,36.2440145,-86.6093915,ZIP,,,,1335,0.104117922
368330,37075,36.3399686,-86.6079217,ZIP,,,,4116,0.321010763
368331,37188,36.4802694,-86.6813211,ZIP,,,,1020,0.079550772
368333,37049,36.5570591,-86.6730945,ZIP,,,,285,0.022227422
368334,37141,36.6149174,-86.7019208,ZIP,,,,70,0.005459367
368335,37048,36.491315,-86.5959084,ZIP,,,,411,0.032054282
368336,37128,35.7841835,-86.4893693,ZIP,,,,2559,0.199578849
368339,37037,35.7030835,-86.3512378,ZIP,,,,409,0.0318983
368340,37127,35.7813038,-86.3275327,ZIP,,,,986,0.07689908
368343,37132,35.8492735,-86.3643153,ZIP,,,,1725,0.134534394
368344,37130,35.8819426,-86.3189324,ZIP,,,,4113,0.32077679
368347,37129,35.9325263,-86.4426482,ZIP,,,,3674,0.286538762
368348,37085,35.9548241,-86.2804983,ZIP,,,,296,0.023085322
368349,37090,36.1117395,-86.299189,ZIP,,,,872,0.068008111
368350,37149,35.8040035,-86.1926961,ZIP,,,,142,0.011074715
368351,37026,35.6964974,-86.105655,ZIP,,,,129,0.010060833
368353,37190,35.8165633,-86.0212654,ZIP,,,,604,0.047106536
368354,37118,35.93024,-86.1902247,ZIP,,,,79,0.006161285
368355,37184,36.0824191,-86.1440927,ZIP,,,,408,0.031820309
368356,37016,35.9574518,-86.1002255,ZIP,,,,51,0.003977539
368357,37012,36.0738302,-86.0015653,ZIP,,,,144,0.011230697
368358,38547,36.1561579,-86.0066245,ZIP,,,,119,0.009280923
368360,37122,36.1805887,-86.4817941,ZIP,,,,3165,0.246841366
368362,37066,36.3987568,-86.45554,ZIP,,,,2753,0.214709094
368366,37087,36.2638523,-86.2692445,ZIP,,,,2630,0.205116207
368367,37031,36.3661887,-86.2929098,ZIP,,,,216,0.016846046
368368,37148,36.5666358,-86.4952467,ZIP,,,,1532,0.11948214
368369,37022,36.5145821,-86.3170381,ZIP,,,,353,0.027530806
368370,42120,36.6728526,-86.2621119,ZIP,,,,201,0.015676182
368371,37074,36.4260407,-86.1528995,ZIP,,,,532,0.041491187
368372,38563,36.2141908,-86.0234112,ZIP,,,,161,0.012556543
368374,37151,36.3092013,-86.04302,ZIP,,,,42,0.00327562
368375,37057,36.4181086,-86.0299443,ZIP,,,,62,0.004835439
368376,37186,36.596738,-86.2217105,ZIP,,,,676,0.052721884
368378,37083,36.5353544,-86.0110481,ZIP,,,,920,0.071751677
368379,42153,36.6634,-86.0668475,ZIP,,,,26,0.002027765
368380,42265,36.7392229,-87.0043064,ZIP,,,,34,0.002651692
368382,42276,36.8567944,-86.8799333,ZIP,,,,967,0.075417252
368383,42256,37.0008208,-86.9375111,ZIP,,,,325,0.02534706
368384,42324,37.134997,-87.0045769,ZIP,,,,83,0.006473249
368385,42339,37.0942802,-86.9747429,ZIP,,,,43,0.003353611
368386,42337,37.1984738,-86.9492461,ZIP,,,,131,0.010216815
368387,42273,37.2156784,-86.8385063,ZIP,,,,28,0.002183747
368388,42206,36.8866764,-86.7430114,ZIP,,,,384,0.029948526
368390,42134,36.7245354,-86.5644833,ZIP,,,,1053,0.082124474
368391,42170,36.8405534,-86.5766745,ZIP,,,,87,0.006785213
368392,42274,36.9502355,-86.5987816,ZIP,,,,141,0.010996724
368393,42261,37.217107,-86.6713342,ZIP,,,,616,0.048042427
368394,42326,37.2254199,-87.0054651,ZIP,,,,32,0.00249571
368395,42369,37.3586479,-87.003767,ZIP,,,,18,0.001403837
368396,42354,37.3779865,-86.9305707,ZIP,,,,12,0.000935891
368397,42320,37.3327279,-86.8670166,ZIP,,,,562,0.043830916
368399,42366,37.722748,-86.9385153,ZIP,,,,457,0.035641866
368400,42347,37.5250347,-86.8821589,ZIP,,,,412,0.032132273
368401,42378,37.6672994,-86.863275,ZIP,,,,262,0.02043363
368402,42333,37.3639054,-86.7520976,ZIP,,,,114,0.008890969
368403,42349,37.4303105,-86.6771919,ZIP,,,,93,0.007253159
368404,42361,37.517166,-86.6839408,ZIP,,,,29,0.002261738
368405,42368,37.7029464,-86.7540713,ZIP,,,,95,0.007409141
368406,42343,37.6528481,-86.6938782,ZIP,,,,117,0.009124942
368407,40119,37.6081985,-86.5531575,ZIP,,,,112,0.008734987
368408,42104,36.8768635,-86.4511897,ZIP,,,,1794,0.13991577
368410,42122,36.8570701,-86.3536787,ZIP,,,,303,0.023631259
368411,42103,36.9456564,-86.281066,ZIP,,,,1188,0.092653252
368413,42101,37.0580968,-86.4630612,ZIP,,,,6272,0.489159258
368414,42275,37.216901,-86.4572337,ZIP,,,,61,0.004757448
368415,42159,36.994209,-86.2477551,ZIP,,,,80,0.006239276
368416,42210,37.2066328,-86.2524088,ZIP,,,,280,0.021837467
368419,42164,36.7756644,-86.1818642,ZIP,,,,1152,0.089845578
368420,42156,36.8513279,-86.0536641,ZIP,,,,15,0.001169864
368421,42171,37.0363687,-86.1744409,ZIP,,,,448,0.034939947
368422,42160,37.1197123,-86.0042683,ZIP,,,,135,0.010528779
368423,42721,37.4229801,-86.4997332,ZIP,,,,268,0.020901575
368424,42762,37.4553441,-86.3931501,ZIP,,,,33,0.002573701
368425,42285,37.2640528,-86.2978126,ZIP,,,,24,0.001871783
368426,42207,37.2939951,-86.2668875,ZIP,,,,86,0.006707222
368427,42754,37.4729342,-86.3162986,ZIP,,,,1012,0.078926844
368428,40152,37.6015365,-86.456025,ZIP,,,,40,0.003119638
368429,40178,37.6595922,-86.4125555,ZIP,,,,30,0.002339729
368431,40145,37.6404587,-86.3143937,ZIP,,,,83,0.006473249
368432,40144,37.7400904,-86.3682709,ZIP,,,,150,0.011698643
368433,42259,37.243161,-86.1482835,ZIP,,,,195,0.015208236
368434,42726,37.4252815,-86.1410542,ZIP,,,,308,0.024021214
368435,42729,37.3064669,-86.096497,ZIP,,,,140,0.010918733
368436,42732,37.5889542,-86.1333174,ZIP,,,,136,0.01060677
368437,40115,37.7278921,-86.228337,ZIP,,,,36,0.002807674
368438,42712,37.5187537,-86.1088772,ZIP,,,,130,0.010138824
368439,42788,37.5296641,-86.0278859,ZIP,,,,26,0.002027765
368440,42724,37.6759178,-86.0708347,ZIP,,,,299,0.023319295
368442,36201,33.6491603,-85.8796421,ZIP,,,,1310,0.102168148
368443,36250,33.7653224,-85.9010964,ZIP,,,,323,0.025191078
368444,36203,33.5830802,-85.8346261,ZIP,,,,1294,0.100920293
368447,36205,33.7173793,-85.7948169,ZIP,,,,25,0.001949774
368448,36206,33.7332733,-85.8096239,ZIP,,,,866,0.067540165
368449,36277,33.7574695,-85.8182263,ZIP,,,,362,0.028232725
368450,36279,33.8722743,-85.8893358,ZIP,,,,185,0.014428326
368451,35905,33.9614004,-85.9224224,ZIP,,,,437,0.034082046
368454,35901,34.0493758,-85.9343007,ZIP,,,,1376,0.107315551
368455,35903,34.0242704,-85.8637028,ZIP,,,,1359,0.105989705
368456,36265,33.8476552,-85.7849164,ZIP,,,,2247,0.175245672
368458,36207,33.6803166,-85.7095371,ZIP,,,,1075,0.083840275
368459,36264,33.5967828,-85.5514827,ZIP,,,,626,0.048822337
368460,36262,33.8062368,-85.479824,ZIP,,,,95,0.007409141
368461,36272,33.9423813,-85.5954169,ZIP,,,,919,0.071673686
368462,35983,34.1729144,-85.7662996,ZIP,,,,242,0.018873811
368463,35961,34.3039519,-85.8462137,ZIP,,,,467,0.036421775
368464,35963,34.3597867,-85.9271995,ZIP,,,,113,0.008812978
368465,35971,34.4554911,-85.9451306,ZIP,,,,304,0.02370925
368467,35986,34.5003355,-85.8358892,ZIP,,,,577,0.04500078
368468,35988,34.557662,-85.7964898,ZIP,,,,119,0.009280923
368469,35968,34.5510977,-85.7389153,ZIP,,,,285,0.022227422
368471,35959,34.2423833,-85.6079585,ZIP,,,,307,0.023943223
368472,35960,34.1243284,-85.5705568,ZIP,,,,613,0.047808454
368473,35967,34.4076628,-85.6945689,ZIP,,,,1104,0.086102012
368475,35973,34.3440155,-85.5515135,ZIP,,,,195,0.015208236
368476,35984,34.5368434,-85.5638591,ZIP,,,,102,0.007955077
368477,30731,34.587768,-85.4773637,ZIP,,,,129,0.010060833
368479,36269,33.7397965,-85.3838757,ZIP,,,,106,0.008267041
368480,30182,33.6558187,-85.2488315,ZIP,,,,169,0.013180471
368481,30176,33.7668436,-85.3010285,ZIP,,,,500,0.038995477
368482,30113,33.8507464,-85.2053083,ZIP,,,,413,0.032210264
368483,30125,34.0003161,-85.2765308,ZIP,,,,1619,0.126267353
368485,30117,33.5818511,-85.1324387,ZIP,,,,2479,0.193339573
368486,30118,33.5723883,-85.1036198,ZIP,,,,1583,0.123459679
368489,30110,33.7444595,-85.1359379,ZIP,,,,938,0.073155514
368491,30179,33.7793348,-85.0135018,ZIP,,,,1191,0.092887225
368493,30153,33.9598824,-85.0544521,ZIP,,,,1178,0.091873343
368494,30124,34.1336908,-85.3458008,ZIP,,,,258,0.020121666
368495,30147,34.1506272,-85.2082389,ZIP,,,,319,0.024879114
368496,30165,34.3029229,-85.2691035,ZIP,,,,2696,0.210263609
368497,30149,34.3097543,-85.2260148,ZIP,,,,905,0.070581813
368498,30730,34.3480522,-85.4174987,ZIP,,,,126,0.00982686
368499,30747,34.5025975,-85.3027906,ZIP,,,,973,0.075885197
368501,30753,34.5822799,-85.2858004,ZIP,,,,477,0.037201685
368502,30173,34.1331209,-85.1535047,ZIP,,,,470,0.036655748
368503,30161,34.2423011,-85.1713714,ZIP,,,,2252,0.175635626
368507,30104,34.0871375,-85.0564894,ZIP,,,,302,0.023553268
368508,30178,34.0954526,-84.9710741,ZIP,,,,289,0.022539385
368509,30145,34.2456603,-84.985878,ZIP,,,,649,0.050616129
368510,30105,34.4325481,-85.1724417,ZIP,,,,163,0.012712525
368511,30733,34.4145929,-85.050554,ZIP,,,,151,0.011776634
368512,30746,34.577083,-85.0272731,ZIP,,,,86,0.006707222
368513,30701,34.4923837,-84.9583359,ZIP,,,,2995,0.233582904
368515,35744,34.6105316,-85.9091407,ZIP,,,,188,0.014662299
368516,35752,34.7458996,-85.946047,ZIP,,,,129,0.010060833
368517,35765,34.690313,-85.8140851,ZIP,,,,290,0.022617376
368518,35978,34.6427975,-85.7289786,ZIP,,,,410,0.031976291
368519,35772,34.9371461,-85.9485473,ZIP,,,,332,0.025892996
368520,37376,35.0477651,-85.9558253,ZIP,,,,12,0.000935891
368522,35740,34.9652858,-85.7774478,ZIP,,,,226,0.017625955
368525,37380,35.0709369,-85.7546051,ZIP,,,,387,0.030182499
368526,35989,34.6135408,-85.6198532,ZIP,,,,279,0.021759476
368527,35981,34.7223449,-85.6488019,ZIP,,,,138,0.010762752
368528,35966,34.7869812,-85.6741666,ZIP,,,,266,0.020745594
368529,35979,34.8323244,-85.609647,ZIP,,,,102,0.007955077
368530,30738,34.7965516,-85.4809356,ZIP,,,,257,0.020043675
368531,35958,34.9160047,-85.6459568,ZIP,,,,251,0.019575729
368532,37347,35.0634681,-85.6134179,ZIP,,,,423,0.032990173
368534,30752,34.9149815,-85.5379614,ZIP,,,,734,0.05724536
368536,37396,35.0057989,-85.4997295,ZIP,,,,13,0.001013882
368537,37340,35.0340631,-85.5175194,ZIP,,,,34,0.002651692
368538,37375,35.1504685,-85.8903986,ZIP,,,,618,0.048198409
368540,37356,35.2288775,-85.823694,ZIP,,,,132,0.010294806
368541,37366,35.338856,-85.8300032,ZIP,,,,59,0.004601466
368542,37387,35.2732857,-85.746581,ZIP,,,,185,0.014428326
368543,37342,35.3919677,-85.9479998,ZIP,,,,235,0.018327874
